1874,13,FFFFFF
1875,11,FFFFFF
1876,7,FFFFFF
1879,13,FFFFFF
1880,13,FFFFFF
1881,3,FFFFFF
1882,9,FFFFFF
1883,12,FFFFFF
1884,9,FFFFFF
1886,12,FFFFFF
1887,1,FFFFFF
1888,13,FFFFFF
1889,3,FFFFFF
1890,9,FFFFFF
1891,5,FFFFFF
1892,1,FFFFFF
1893,11,FFFFFF
1895,9,FFFFFF
1897,13,FFFFFF
1898,5,FFFFFF
1899,9,FFFFFF
1900,2,FFFFFF
1901,5,FFFFFF
1902,7B,FFFFFF
1903,10,FFFFFF
1905,11,FFFFFF
1906,12,FFFFFF
1907,7,FFFFFF
1908,10,FFFFFF
1909,6,FFFFFF
1910,2,FFFFFF
1911,7,FFFFFF
1916,10,FFFFFF
1917,9,FFFFFF
1920,12,FFFFFF
1922,5,FFFFFF
1925,7,FFFFFF
1926,6,FFFFFF
1927,10,FFFFFF
1928,13,FFFFFF
1930,6,FFFFFF
1932,5,FFFFFF
1933,1,FFFFFF
1934,4,FFFFFF
1935,3,FFFFFF
1936,9,FFFFFF
1938,12,FFFFFF
1944,7,FFFFFF
1945,1,FFFFFF
1946,9,FFFFFF
1947,13,FFFFFF
1948,13,FFFFFF
1949,3,FFFFFF
1950,3,FFFFFF
1951,5,FFFFFF
1952,10,FFFFFF
1953,4,FFFFFF
1954,7,FFFFFF
1955,1,FFFFFF
1957,4,FFFFFF
1958,5,FFFFFF
1959,13,FFFFFF
1961,1,FFFFFF
1962,6,FFFFFF
1963,11,FFFFFF
1964,4,FFFFFF
1965,11,FFFFFF
1966,7,FFFFFF
1969,13,FFFFFF
1971,7,FFFFFF
1972,9,FFFFFF
1974,6,FFFFFF
1975,4,FFFFFF
1977,10,FFFFFF
1978,2,FFFFFF
1980,1,FFFFFF
1982,12,FFFFFF
1984,12,FFFFFF
1985,7,FFFFFF
1986,12,FFFFFF
1987,6,FFFFFF
1989,2,FFFFFF
1993,9,FFFFFF
1996,4,FFFFFF
1997,6,FFFFFF
2001,9,FFFFFF
2002,7B,FFFFFF
2004,10,FFFFFF
2005,10,FFFFFF
2007,3,FFFFFF
2008,5,FFFFFF
2009,13,FFFFFF
2013,7B,FFFFFF
2014,9,FFFFFF
2015,7,FFFFFF
2016,6,FFFFFF
2017,5,FFFFFF
2018,10,FFFFFF
2020,7,FFFFFF
2025,13,FFFFFF
2026,10,FFFFFF
2028,1,FFFFFF
2029,2,FFFFFF
2030,6,FFFFFF
2031,10,FFFFFF
2032,9,FFFFFF
2033,4,FFFFFF
2034,4,FFFFFF
2035,1,FFFFFF
2036,1,FFFFFF
2037,12,FFFFFF
2040,4,FFFFFF
2041,2,FFFFFF
2043,9,FFFFFF
2044,3,FFFFFF
2046,2,FFFFFF
2048,1,FFFFFF
2050,3,FFFFFF
2051,11,FFFFFF
2052,12,FFFFFF
2055,7,FFFFFF
2057,10,FFFFFF
2058,2,FFFFFF
2061,4,FFFFFF
2062,1,FFFFFF
2063,5,FFFFFF
2065,6,FFFFFF
2066,11,FFFFFF
2067,1,FFFFFF
2068,6,FFFFFF
2069,6,FFFFFF
2071,2,FFFFFF
2072,5,FFFFFF
2073,6,FFFFFF
2075,7B,FFFFFF
2076,5,FFFFFF
2079,2,FFFFFF
2080,7,FFFFFF
2081,6,FFFFFF
2082,6,FFFFFF
2083,1,FFFFFF
2085,7,FFFFFF
2086,2,FFFFFF
2087,2,FFFFFF
2088,9,FFFFFF
2089,5,FFFFFF
2093,7,FFFFFF
2094,6,FFFFFF
2096,2,FFFFFF
2098,1,FFFFFF
2099,3,FFFFFF
2100,11,FFFFFF
2101,12,FFFFFF
2104,7,FFFFFF
2106,10,FFFFFF
2107,2,FFFFFF
2110,4,FFFFFF
2111,1,FFFFFF
2112,5,FFFFFF
2114,6,FFFFFF
2115,11,FFFFFF
2116,1,FFFFFF
2117,6,FFFFFF
2118,6,FFFFFF
2120,2,FFFFFF
2121,5,FFFFFF
2122,6,FFFFFF
2124,7B,FFFFFF
2125,5,FFFFFF
2128,2,FFFFFF
2132,7B,FFFFFF
2133,9,FFFFFF
2134,7,FFFFFF
2135,6,FFFFFF
2136,5,FFFFFF
2137,10,FFFFFF
2139,7,FFFFFF
2144,13,FFFFFF
2147,1,FFFFFF
2148,2,FFFFFF
2149,6,FFFFFF
2150,10,FFFFFF
2151,9,FFFFFF
2152,4,FFFFFF
2153,4,FFFFFF
2154,1,FFFFFF
2155,1,FFFFFF
2156,12,FFFFFF
2159,4,FFFFFF
2160,2,FFFFFF
2162,9,FFFFFF
2163,3,FFFFFF
2164,5,FFFFFF
2165,13,FFFFFF
2167,10,FFFFFF
2168,2,FFFFFF
2170,1,FFFFFF
2172,12,FFFFFF
2174,12,FFFFFF
2175,7,FFFFFF
2176,12,FFFFFF
2177,6,FFFFFF
2179,2,FFFFFF
2183,9,FFFFFF
2185,4,FFFFFF
2186,6,FFFFFF
2190,9,FFFFFF
2191,7B,FFFFFF
2193,10,FFFFFF
2194,10,FFFFFF
2196,3,FFFFFF
2199,7,FFFFFF
2200,1,FFFFFF
2201,9,FFFFFF
2202,13,FFFFFF
2203,13,FFFFFF
2204,3,FFFFFF
2205,3,FFFFFF
2206,5,FFFFFF
2207,10,FFFFFF
2208,4,FFFFFF
2209,7,FFFFFF
2210,1,FFFFFF
2212,4,FFFFFF
2213,5,FFFFFF
2214,13,FFFFFF
2216,1,FFFFFF
2217,6,FFFFFF
2218,11,FFFFFF
2219,4,FFFFFF
2220,11,FFFFFF
2221,7,FFFFFF
2224,13,FFFFFF
2226,7,FFFFFF
2227,9,FFFFFF
2229,6,FFFFFF
2230,4,FFFFFF
2232,7,FFFFFF
2233,10,FFFFFF
2234,6,FFFFFF
2235,2,FFFFFF
2236,7,FFFFFF
2241,10,FFFFFF
2242,9,FFFFFF
2245,12,FFFFFF
2247,5,FFFFFF
2250,7,FFFFFF
2251,6,FFFFFF
2252,10,FFFFFF
2253,13,FFFFFF
2255,6,FFFFFF
2256,10,FFFFFF
2257,5,FFFFFF
2258,1,FFFFFF
2259,4,FFFFFF
2260,3,FFFFFF
2261,9,FFFFFF
2263,12,FFFFFF
2266,11,FFFFFF
2267,12,FFFFFF
2268,13,FFFFFF
2269,9,FFFFFF
2270,13,FFFFFF
2271,11,FFFFFF
2272,7,FFFFFF
2275,13,FFFFFF
2276,13,FFFFFF
2277,3,FFFFFF
2278,9,FFFFFF
2279,12,FFFFFF
2280,9,FFFFFF
2282,12,FFFFFF
2283,1,FFFFFF
2284,13,FFFFFF
2285,3,FFFFFF
2286,9,FFFFFF
2287,5,FFFFFF
2288,1,FFFFFF
2289,11,FFFFFF
2291,9,FFFFFF
2293,13,FFFFFF
2294,5,FFFFFF
2295,9,FFFFFF
2296,2,FFFFFF
2297,5,FFFFFF
2298,7B,FFFFFF
2299,10,FFFFFF
2301,7,FFFFFF
2303,6,FFFFFF
2308,12,FFFFFF
2309,12,FFFFFF
2310,5,FFFFFF
2311,9,FFFFFF
2312,4,FFFFFF
2313,3,FFFFFF
2314,7,FFFFFF
2316,7,FFFFFF
2321,7,FFFFFF
2322,4,FFFFFF
2323,1,FFFFFF
2325,13,FFFFFF
2327,7,FFFFFF
2328,7B,FFFFFF
2329,3,FFFFFF
2331,1,FFFFFF
2334,10,FFFFFF
2336,12,FFFFFF
2337,12,FFFFFF
2338,2,FFFFFF
2339,6,FFFFFF
2341,3,FFFFFF
2342,1,FFFFFF
2343,9,FFFFFF
2344,7,FFFFFF
2345,7,FFFFFF
2346,10,FFFFFF
2347,7,FFFFFF
2350,10,FFFFFF
2351,2,FFFFFF
2353,9,FFFFFF
2354,10,FFFFFF
2355,9,FFFFFF
2358,9,FFFFFF
2359,13,FFFFFF
2361,2,FFFFFF
2363,4,FFFFFF
2364,6,FFFFFF
2365,12,FFFFFF
2366,13,FFFFFF
2367,4,FFFFFF
2371,1,FFFFFF
2372,13,FFFFFF
2373,7,FFFFFF
2374,4,FFFFFF
2375,3,FFFFFF
2376,3,FFFFFF
2377,5,FFFFFF
2382,5,FFFFFF
2383,1,FFFFFF
2384,7,FFFFFF
2389,3,FFFFFF
2390,6,FFFFFF
2391,6,FFFFFF
2392,12,FFFFFF
2393,3B,FFFFFF
2394,2,FFFFFF
2395,3,FFFFFF
2396,3,FFFFFF
2397,13,FFFFFF
2398,2,FFFFFF
2399,6,FFFFFF
2400,7,FFFFFF
2401,2,FFFFFF
2402,12,FFFFFF
2403,5,FFFFFF
2404,6,FFFFFF
2405,2,FFFFFF
2406,13,FFFFFF
2408,11,FFFFFF
2409,6,FFFFFF
2411,4,FFFFFF
2412,7,FFFFFF
2413,4,FFFFFF
2414,2,FFFFFF
2415,3,FFFFFF
2416,3,FFFFFF
2418,7,FFFFFF
2419,13,FFFFFF
2420,4,FFFFFF
2421,12,FFFFFF
2422,7,FFFFFF
2423,9,FFFFFF
2424,5,FFFFFF
2425,9,FFFFFF
2426,13,FFFFFF
2427,13,FFFFFF
2428,12,FFFFFF
2429,1,FFFFFF
2430,3B,FFFFFF
2431,11,FFFFFF
2433,1,FFFFFF
2434,7B,FFFFFF
2435,7,FFFFFF
2436,11,FFFFFF
2437,5,FFFFFF
2438,3,FFFFFF
2439,11,FFFFFF
2440,9,FFFFFF
2441,9,FFFFFF
2442,4,FFFFFF
2443,1,FFFFFF
2445,5,FFFFFF
2447,9,FFFFFF
2448,7,FFFFFF
2449,9,FFFFFF
2452,2,FFFFFF
2453,9,FFFFFF
2454,9,FFFFFF
2455,12,FFFFFF
2457,9,FFFFFF
2459,9,FFFFFF
2460,9,FFFFFF
2461,13,FFFFFF
2462,13,FFFFFF
2463,3B,FFFFFF
2464,13,FFFFFF
2465,12,FFFFFF
2466,4,FFFFFF
2467,3,FFFFFF
2468,12,FFFFFF
2469,13,FFFFFF
2470,1,FFFFFF
2471,3,FFFFFF
2472,4,FFFFFF
2475,6,FFFFFF
2476,10,FFFFFF
2477,12,FFFFFF
2478,4,FFFFFF
2479,12,FFFFFF
2484,2,FFFFFF
2485,5,FFFFFF
2486,7,FFFFFF
2487,4,FFFFFF
2488,9,FFFFFF
2491,7,FFFFFF
2492,11,FFFFFF
2493,3,FFFFFF
2494,2,FFFFFF
2495,7,FFFFFF
2496,12,FFFFFF
2497,6,FFFFFF
2498,1,FFFFFF
2500,10,FFFFFF
2501,12,FFFFFF
2502,4,FFFFFF
2504,2,FFFFFF
2505,7,FFFFFF
2506,7,FFFFFF
2509,2,FFFFFF
2510,3,FFFFFF
2512,12,FFFFFF
2513,9,FFFFFF
2514,3,FFFFFF
2517,9,FFFFFF
2518,13,FFFFFF
2519,7,FFFFFF
2520,6,FFFFFF
2521,5,FFFFFF
2522,1,FFFFFF
2524,6,FFFFFF
2525,4,FFFFFF
2526,12,FFFFFF
2527,9,FFFFFF
2528,7,FFFFFF
2529,7,FFFFFF
2531,9,FFFFFF
2533,10,FFFFFF
2535,4,FFFFFF
2536,13,FFFFFF
2537,6,FFFFFF
2539,3B,FFFFFF
2541,10,FFFFFF
2542,3,FFFFFF
2543,6,FFFFFF
2544,1,FFFFFF
2546,7,FFFFFF
2547,2,FFFFFF
2548,2,FFFFFF
2549,9,FFFFFF
2550,5,FFFFFF
3343334,8,FFFFFF
3343335,8,FFFFFF
3343336,8,FFFFFF
3343337,8,FFFFFF
3343338,8,FFFFFF
3343339,8,FFFFFF
3343746,8,FFFFFF
3343752,8,FFFFFF
3343753,8,FFFFFF
3343754,8,FFFFFF
3343755,8,FFFFFF
3343756,8,FFFFFF
3343757,8,FFFFFF
3343758,8,FFFFFF
3343759,8,FFFFFF
3343760,8,FFFFFF
3343761,8,FFFFFF
3343762,8,FFFFFF
3343763,8,FFFFFF
3343764,8,FFFFFF
3343765,8,FFFFFF
3343766,8,FFFFFF
3343767,8,FFFFFF
3343768,8,FFFFFF
3343769,8,FFFFFF
3343770,8,FFFFFF
3343771,8,FFFFFF
3343772,8,FFFFFF
3343773,8,FFFFFF
3343774,8,FFFFFF
3343775,8,FFFFFF
3343776,8,FFFFFF
3343777,8,FFFFFF
3343778,8,FFFFFF
3343779,8,FFFFFF
3343780,8,FFFFFF
3343781,8,FFFFFF
3343782,8,FFFFFF
3343783,8,FFFFFF
3343784,8,FFFFFF
3343785,8,FFFFFF
3343786,8,FFFFFF
3343787,8,FFFFFF
3343788,8,FFFFFF
3343789,8,FFFFFF
3343790,8,FFFFFF
3343791,8,FFFFFF
3343792,8,FFFFFF
3343793,8,FFFFFF
3343794,8,FFFFFF
3343795,8,FFFFFF
3343796,8,FFFFFF
3343797,8,FFFFFF
3343798,8,FFFFFF
3343799,8,FFFFFF
3343800,8,FFFFFF
3343801,8,FFFFFF
3343802,8,FFFFFF
3343803,8,FFFFFF
3343804,8,FFFFFF
3343805,8,FFFFFF
3343806,8,FFFFFF
3343807,8,FFFFFF
3343808,8,FFFFFF
3343809,8,FFFFFF
3343810,8,FFFFFF
3343811,8,FFFFFF
3343812,8,FFFFFF
3343813,8,FFFFFF
3343814,8,FFFFFF
3343815,8,FFFFFF
3343816,8,FFFFFF
3343817,8,FFFFFF
3343818,8,FFFFFF
3343819,8,FFFFFF
3343825,8,FFFFFF
3901291,12,FFFFFF
3901292,12,FFFFFF
4028973,4,FFFFFF
4028974,4,FFFFFF
6129304,14,FFFFFF
6129305,14,FFFFFF
8433,10,FFFFFF
967988,11,FFFFFF
967989,11,FFFFFF
