1166824,3765261,transfer,268
1166824,3765262,transfer,243
1166824,3765302,transfer,205
1166824,3765303,transfer,213
1166825,1166824,transfer,0
1166825,1166827,route,60
1166825,1166827,route,120
1166825,3765261,transfer,268
1166825,3765262,transfer,243
1166825,3765302,transfer,205
1166825,3765303,transfer,213
1166826,1166824,route,60
1166826,1166824,route,120
1166826,1166824,route,180
1166826,3765264,transfer,248
1166826,3765300,transfer,217
1166826,3887747,transfer,279
1166826,4798880,transfer,252
1166827,1166826,transfer,0
1166827,1166829,route,60
1166827,1166829,route,120
1166827,3765264,transfer,248
1166827,3765300,transfer,217
1166827,3887747,transfer,279
1166827,4798880,transfer,252
1166828,1166826,route,60
1166828,1166826,route,120
1166828,3765266,transfer,384
1166828,3765298,transfer,406
1166829,1166828,transfer,0
1166829,1166831,route,60
1166829,1166831,route,120
1166829,3765266,transfer,384
1166829,3765298,transfer,406
1166830,1166828,route,60
1166830,1166828,route,120
1166830,1956,transfer,900
1166830,2211,transfer,900
1166830,3813089,transfer,216
1166830,3813090,transfer,196
1166830,4035984,transfer,196
1166830,4035985,transfer,216
1166831,1166830,transfer,0
1166831,1166833,route,60
1166831,1166833,route,120
1166831,1956,transfer,900
1166831,2211,transfer,900
1166831,3813089,transfer,216
1166831,3813090,transfer,196
1166831,4035984,transfer,196
1166831,4035985,transfer,216
1166832,1166830,route,60
1166832,1166830,route,120
1166832,1955,transfer,420
1166832,1956,transfer,180
1166832,2210,transfer,240
1166832,2211,transfer,180
1166832,3673587,transfer,198
1166832,3673588,transfer,263
1166832,3747837,transfer,189
1166832,3764979,transfer,198
1166832,3764980,transfer,263
1166832,3813082,transfer,259
1166832,3813083,transfer,198
1166832,3813084,transfer,190
1166832,3813085,transfer,197
1166832,3813086,transfer,189
1166832,3926298,transfer,263
1166832,3926299,transfer,189
1166832,3926339,transfer,213
1166832,4035988,transfer,207
1166832,4035989,transfer,197
1166832,4035990,transfer,189
1166832,4035991,transfer,263
1166832,4035992,transfer,195
1166832,4036205,transfer,263
1166832,4036206,transfer,197
1166832,4036207,transfer,189
1166832,4036640,transfer,198
1166832,4037183,transfer,198
1166832,4037184,transfer,189
1166832,4044996,transfer,263
1166832,4459260,transfer,189
1166833,1166832,transfer,0
1166833,1166835,route,180
1166833,1166835,route,240
1166833,1955,transfer,420
1166833,1956,transfer,180
1166833,2210,transfer,240
1166833,2211,transfer,180
1166833,3673587,transfer,198
1166833,3673588,transfer,263
1166833,3747837,transfer,189
1166833,3764979,transfer,198
1166833,3764980,transfer,263
1166833,3813082,transfer,259
1166833,3813083,transfer,198
1166833,3813084,transfer,190
1166833,3813085,transfer,197
1166833,3813086,transfer,189
1166833,3926298,transfer,263
1166833,3926299,transfer,189
1166833,3926339,transfer,213
1166833,4035988,transfer,207
1166833,4035989,transfer,197
1166833,4035990,transfer,189
1166833,4035991,transfer,263
1166833,4035992,transfer,195
1166833,4036205,transfer,263
1166833,4036206,transfer,197
1166833,4036207,transfer,189
1166833,4036640,transfer,198
1166833,4037183,transfer,198
1166833,4037184,transfer,189
1166833,4044996,transfer,263
1166833,4459260,transfer,189
1166834,1166832,route,180
1166834,1166832,route,240
1166834,1965,transfer,420
1166834,1967,transfer,480
