1166824,Olympiades,48.8269482819608,2.36703843338759
1166825,Olympiades,48.8269482819608,2.36703843338759
1166826,Bibliothèque-François Mitterrand,48.8298306952711,2.37612000934484
1166827,Bibliothèque-François Mitterrand,48.8298306952711,2.37612000934484
1166828,Cour Saint-Emilion,48.8333137155784,2.38729970438351
1166829,Cour Saint-Emilion,48.8333137155784,2.38729970438351
1166830,Bercy,48.8405427829655,2.37940946312307
1166831,Bercy,48.8405427829655,2.37940946312307
1166832,Gare de Lyon,48.8446521509829,2.37310814754528
1166833,Gare de Lyon,48.8446521509829,2.37310814754528
1166834,Châtelet,48.8589561813337,2.34736125521426
1166835,Châtelet,48.8589561813337,2.34736125521426
1166838,Madeleine,48.8695789705784,2.32416248879194
1166839,Madeleine,48.8695789705784,2.32416248879194
1166840,Saint-Lazare,48.8755376703957,2.32519648997743
1166841,Saint-Lazare,48.8755376703957,2.32519648997743
140078,Saint-Denis-Université,48.9461108724874,2.3620451929906
140079,Saint-Denis-Université,48.9461108724874,2.3620451929906
1629,Villiers,48.8813242939447,2.31659676150882
1630,Villiers,48.8814051004114,2.31614705090741
1632,Volontaires,48.8414184426777,2.30799364938666
1633,Voltaire (Léon Blum),48.8576637257601,2.38003629679551
1634,Wagram,48.8837124760373,2.3055577575143
1635,Danube,48.8819510181782,2.39326067585739
1637,Trocadéro,48.8630891350352,2.28684037849459
1638,Varenne,48.8563930691985,2.31475436481029
1639,Villejuif-Léo Lagrange,48.8037696632827,2.36390930638904
1640,Saint-Jacques,48.8329916917758,2.33668289664435
1641,Saint-Marcel,48.8385167435152,2.36072755036178
1642,Saint-Paul (Le Marais),48.855134518235,2.36133433906766
1644,Quai de la Gare,48.8376146757853,2.3738521156805
1645,Raspail,48.8391569814968,2.33047415116293
1646,Rennes,48.8481982688248,2.32802174862811
1647,République,48.8674108288354,2.36358782555805
1648,Place d'Italie,48.8315523026431,2.35533344321905
1649,Place Monge (Jardin des Plantes),48.8431646927668,2.3521103624151
1651,Nation,48.8490101536482,2.39766461279101
1653,Odéon,48.8523148811949,2.33886172033634
1655,Marcadet-Poissonniers,48.8915439306306,2.34937111538191
1656,La Fourche,48.8874368425293,2.32572522201741
1657,La Motte-Picquet-Grenelle,48.8490189283498,2.29776216070793
1659,Gambetta,48.8650342980182,2.39854148691224
1661,Ségur,48.8468647020692,2.30726884757893
1662,Sentier,48.8673503814313,2.34756723541508
1662795,Les Agnettes,48.9229163315091,2.28596389657663
1662796,Les Agnettes,48.9229163315091,2.28596389657663
1662797,Asnières-Gennevilliers Les Courtilles,48.9302936228708,2.28376063319525
1662798,Asnières-Gennevilliers Les Courtilles,48.9302936228708,2.28376063319525
1665,Sèvres-Lecourbe,48.8449961508569,2.31086483004415
1666,Sèvres-Babylone,48.8509392884308,2.32611465482228
1667,Sèvres-Babylone,48.8515774689962,2.32689078834289
1668,Simplon,48.8941234446659,2.34724544444303
1669,Solférino,48.8585333595082,2.32308924878721
1674,Stalingrad,48.8841892942088,2.36703044197457
1675,Stalingrad,48.8841532631239,2.36735747746639
1676,Stalingrad,48.8840719863644,2.36887006277779
1677,Strasbourg-Saint-Denis,48.8696323651875,2.35450206308924
1678,Strasbourg-Saint-Denis,48.8692279309876,2.35452917538582
1681,Sully-Morland,48.8507935947421,2.3612369937143
1682,Télégraphe,48.8755224492457,2.39867651114495
1683,Temple,48.8667641678145,2.36157132703273
1684,Ternes,48.8782280405077,2.29812143258218
1685,Tolbiac,48.8261594539114,2.35701946618913
1686,Trinité-d'Estienne d'Orves,48.8763290374387,2.3318045685106
1687,Trocadéro,48.8626669058793,2.28726306155326
1688,Tuileries,48.8647801625001,2.32909495442943
1690,Vaneau,48.84870084962,2.32123988193857
1691,Vaugirard (Adolphe Chérioux),48.8394392812395,2.30107804247393
1692,Vavin,48.8420598575821,2.32886705043721
1692060,Carrefour-Pleyel,48.9199435050834,2.34390941978589
1692061,Carrefour-Pleyel,48.9199435050834,2.34390941978589
1694,Victor Hugo,48.8698649124841,2.28522620725044
1695,Villejuif-Louis Aragon,48.7866380111198,2.36711052738165
1696,Villejuif-Paul Vaillant Couturier (Hôpital Paul Brousse),48.7959941323932,2.36823145191568
1698,Reuilly-Diderot,48.8473528769588,2.38584254004024
1700,Richard-Lenoir,48.8606859919958,2.3724109318802
1702,Richelieu-Drouot,48.8720961237898,2.33932555585643
1703,Riquet,48.8883932319013,2.37443310888499
1704,Robespierre,48.8556808081969,2.42365908548302
1707,Rome,48.882070833937,2.32039833930999
1708,Rue de la Pompe (Avenue Georges Mandel),48.8642533844034,2.27791676202885
1709,Rue des Boulets,48.8522227131835,2.38911565092719
1710,Rue du Bac,48.8558913378155,2.32570499389931
1712,Grands Boulevards,48.8715118170782,2.34320837754486
1714,Saint-Ambroise,48.8616474242993,2.3731471407723
1715,Saint-Augustin,48.8743867602128,2.32072783196473
1716,Basilique de Saint-Denis,48.9364774926505,2.35963974530458
1717,Saint-Denis-Porte de Paris,48.9299266652709,2.35618614918887
1718,Saint-Fargeau,48.8716998109711,2.40429872420218
1719,Saint-François-Xavier,48.8509825598235,2.31442986460027
1720,Saint-Georges,48.8785939552362,2.33782696891702
1721,Saint-Germain des Prés,48.8534472377383,2.33304632604487
1722,Saint-Lazare,48.8756815064197,2.32559158481996
1723,Saint-Lazare,48.8754209777893,2.3266952720717
1724,Saint-Lazare,48.8760678143526,2.32418810077101
1725,Saint-Mandé,48.8462382566208,2.41899982810926
1728,Rue Saint-Maur,48.8640894057464,2.38089978855212
